# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'LLC-load-misses'
# Event count (approx.): 6563415
#
# Overhead  Command          Shared Object         Symbol                                                                                                                                                                       
# ........  ...............  ....................  .............................................................................................................................................................................
#
     0.00%  G1 Refine#12     [kernel.kallsyms]     [k] arch_get_unmapped_area_topdown
     0.00%  GC Thread#1      libjvm.so             [.] G1PostEvacuateCollectionSetCleanupTask2::RedirtyLoggedCardsTask::do_work
     0.00%  C2 CompilerThre  libjvm.so             [.] GraphKit::record_profiled_arguments_for_speculation
     0.00%  C2 CompilerThre  libjvm.so             [.] ConnectionGraph::add_field
     0.00%  GC Thread#10     [kernel.kallsyms]     [k] __put_compound_page
     0.00%  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::place_outside_loop
     0.00%  C2 CompilerThre  libjvm.so             [.] ConstantPool::impl_klass_ref_index_at
     0.00%  C2 CompilerThre  libjvm.so             [.] addL_rReg_immNode::two_adr
     0.00%  G1 Refine#3      [kernel.kallsyms]     [k] new_slab
     0.00%  GC Thread#15     [kernel.kallsyms]     [k] up_read
     0.00%  G1 Refine#3      [kernel.kallsyms]     [k] rb_insert_color
     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] mem_cgroup_nr_lru_pages
     0.00%  C1 CompilerThre  libjvm.so             [.] SafepointStateTracker::SafepointStateTracker
     0.00%  C2 CompilerThre  libjvm.so             [.] G1BarrierSetC2::step_over_gc_barrier
     0.00%  G1 Refine#3      [kernel.kallsyms]     [k] intel_pmu_bts_config
     0.00%  GC Thread#15     [kernel.kallsyms]     [k] try_charge
     0.00%  GC Thread#6      [kernel.kallsyms]     [k] clear_huge_page
     0.00%  VM Thread        libjvm.so             [.] G1CollectedHeap::start_new_collection_set
     0.00%  C1 CompilerThre  libjvm.so             [.] LIRGenerator::do_ProfileCall
     0.00%  GC Thread#15     [kernel.kallsyms]     [k] mem_cgroup_throttle_swaprate
     0.00%  G1 Refine#0      libjvm.so             [.] RSHashTable::add_card
     0.00%  java             [kernel.kallsyms]     [k] put_dec_trunc8
     0.00%  java             ld-2.28.so            [.] mmap64
     0.00%  G1 Refine#15     libc-2.28.so          [.] _IO_old_init
     0.00%  GC Thread#16     [kernel.kallsyms]     [k] __list_del_entry_valid
     0.00%  C2 CompilerThre  libjvm.so             [.] ProjNode::bottom_type
     0.00%  C2 CompilerThre  libjvm.so             [.] Parse::build_exits
     0.00%  G1 Refine#19     [kernel.kallsyms]     [k] do_syscall_64
     0.00%  C2 CompilerThre  libjvm.so             [.] PhaseCCP::transform_once
     0.00%  GC Thread#8      [kernel.kallsyms]     [k] update_nohz_stats
     0.00%  GC Thread#21     [kernel.kallsyms]     [k] plist_add
     0.00%  G1 Refine#3      [kernel.kallsyms]     [k] setup_object.isra.63
     0.00%  java             [kernel.kallsyms]     [k] unmap_region
     0.00%  GC Thread#11     [kernel.kallsyms]     [k] smp_apic_timer_interrupt
     0.00%  GC Thread#1      [kernel.kallsyms]     [k] update_nohz_stats
     0.00%  C2 CompilerThre  libjvm.so             [.] ConvI2LNode::Value
     0.00%  java             libc-2.28.so          [.] malloc_init_state
     0.00%  C2 CompilerThre  libjvm.so             [.] TypeAryPtr::make
     0.00%  GC Thread#6      [kernel.kallsyms]     [k] __free_pages_ok
     0.00%  C1 CompilerThre  libjvm.so             [.] ciEnv::get_method_by_index
     0.00%  GC Thread#14     [kernel.kallsyms]     [k] entry_SYSCALL_64_after_hwframe
     0.00%  G1 Refine#5      [kernel.kallsyms]     [k] new_slab
     0.00%  C2 CompilerThre  libjvm.so             [.] CmpUNode::Opcode
     0.00%  C2 CompilerThre  libjvm.so             [.] AllocateNode::initialization
     0.00%  C2 CompilerThre  libjvm.so             [.] find_or_make_convI2L
     0.00%  C2 CompilerThre  libjvm.so             [.] rFlagsRegOper::type
     0.00%  java             [kernel.kallsyms]     [k] __x64_sys_mprotect
     0.00%  C2 CompilerThre  libjvm.so             [.] Assembler::movq
     0.00%  C2 CompilerThre  libjvm.so             [.] IfNode::Value
     0.00%  GC Thread#3      [kernel.kallsyms]     [k] alloc_pages_vma
     0.00%  java             libjvm.so             [.] InstanceKlass::should_be_initialized
     0.00%  G1 Refine#5      [kernel.kallsyms]     [k] x86_pmu_extra_regs
     0.00%  G1 Refine#5      [kernel.kallsyms]     [k] __mutex_init
     0.00%  C2 CompilerThre  libjvm.so             [.] TypeLong::xmeet
     0.00%  C1 CompilerThre  libjvm.so             [.] BlockList::iterate_forward
     0.00%  GC Thread#0      [vdso]                [.] 0x00000000000009f7
     0.00%  GC Thread#9      [kernel.kallsyms]     [k] clear_huge_page
     0.00%  G1 Refine#17     [kernel.kallsyms]     [k] intel_pmu_hw_config
     0.00%  GC Thread#16     [kernel.kallsyms]     [k] clear_huge_page
     0.00%  VM Periodic Tas  [kernel.kallsyms]     [k] _nohz_idle_balance
     0.00%  G1 Refine#5      [kernel.kallsyms]     [k] __init_waitqueue_head
     0.00%  java             [kernel.kallsyms]     [k] __ptep_modify_prot_start
     0.00%  C2 CompilerThre  libjvm.so             [.] IfNode::bottom_type
     0.00%  C2 CompilerThre  libjvm.so             [.] LoadNode::bottom_type
     0.00%  java             [kernel.kallsyms]     [k] perf_group_attach
     0.00%  C1 CompilerThre  libjvm.so             [.] LIR_List::cmp
     0.00%  G1 Refine#5      [kernel.kallsyms]     [k] inherit_event.isra.113
     0.00%  G1 Refine#21     [kernel.kallsyms]     [k] mutex_lock
     0.00%  G1 Refine#5      [kernel.kallsyms]     [k] intel_pmu_hw_config
     0.00%  C2 CompilerThre  libjvm.so             [.] LoadNode::hash
     0.00%  java             libjvm.so             [.] MemRegion::create_array
     0.00%  G1 Refine#3      [kernel.kallsyms]     [k] idle_cpu
     0.00%  G1 Refine#5      [kernel.kallsyms]     [k] __list_add_valid
     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] smp_call_function_single_interrupt
     0.00%  C2 CompilerThre  libjvm.so             [.] HaltNode::Opcode
     0.00%  G1 Refine#5      [kernel.kallsyms]     [k] x86_reserve_hardware
     0.00%  C2 CompilerThre  libjvm.so             [.] rRegNOper::type
     0.00%  GC Thread#9      [kernel.kallsyms]     [k] read_tsc
     0.00%  java             libc-2.28.so          [.] __strlen_avx2
     0.00%  G1 Refine#5      [kernel.kallsyms]     [k] _raw_spin_unlock_irqrestore
     0.00%  G1 Refine#16     [kernel.kallsyms]     [k] __acct_update_integrals
     0.00%  C2 CompilerThre  libjvm.so             [.] MachIdealNode::rule
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] mutex_lock
     0.00%  java             libjvm.so             [.] Reflection::verify_member_access
     0.00%  GC Thread#6      libjvm.so             [.] PtrQueueSet::try_enqueue
     0.00%  DPU_WORK_0000    [kernel.kallsyms]     [k] update_load_avg
     0.00%  VM Thread        [kernel.kallsyms]     [k] __unqueue_futex
     0.00%  java             [kernel.kallsyms]     [k] prepend_name
     0.00%  GC Thread#6      libc-2.28.so          [.] _int_malloc
     0.00%  G1 Refine#5      [kernel.kallsyms]     [k] perf_event_task_output
     0.00%  GC Thread#18     libjvm.so             [.] CollectedHeap::fill_with_dummy_object
     0.00%  G1 Refine#7      [kernel.kallsyms]     [k] __srcu_read_lock
     0.00%  G1 Refine#5      [kernel.kallsyms]     [k] perf_event_groups_insert
     0.00%  C2 CompilerThre  libjvm.so             [.] LibraryCallKit::generate_guard
     0.00%  GC Thread#15     [kernel.kallsyms]     [k] __mod_node_page_state
     0.00%  C1 CompilerThre  libjvm.so             [.] ValueMap::kill_memory
     0.00%  java             [kernel.kallsyms]     [k] native_apic_msr_eoi_write
     0.00%  G1 Refine#0      [kernel.kallsyms]     [k] kmem_cache_alloc_node_trace
     0.00%  G1 Refine#10     [kernel.kallsyms]     [k] up_read
     0.00%  C2 CompilerThre  libjvm.so             [.] loadRangeNode::memory_operand
     0.00%  C2 CompilerThre  libjvm.so             [.] CatchNode::Opcode
     0.00%  C2 CompilerThre  libjvm.so             [.] Node::is_dead_loop_safe
     0.00%  GC Thread#15     [kernel.kallsyms]     [k] sync_regs
     0.00%  java             [kernel.kallsyms]     [k] ntp_get_next_leap
     0.00%  java             [kernel.kallsyms]     [k] native_sched_clock
     0.00%  C1 CompilerThre  libjvm.so             [.] CompilerOracle::has_option_value<bool>
     0.00%  VM Periodic Tas  [kernel.kallsyms]     [k] idle_cpu
     0.00%  GC Thread#15     [kernel.kallsyms]     [k] futex_wait
     0.00%  VM Thread        libc-2.28.so          [.] arena_get2.part.4
     0.00%  GC Thread#15     [kernel.kallsyms]     [k] __update_load_avg_cfs_rq
     0.00%  GC Thread#7      [kernel.kallsyms]     [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  GC Thread#12     [kernel.kallsyms]     [k] enqueue_task_fair
     0.00%  C1 CompilerThre  libjvm.so             [.] ciField::will_link
     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] unlock_page
     0.00%  G1 Refine#0      libjvm.so             [.] NonJavaThread::Iterator::step
     0.00%  G1 Refine#15     [kernel.kallsyms]     [k] __srcu_read_lock
     0.00%  java             [kernel.kallsyms]     [k] down_read_trylock
     0.00%  G1 Refine#2      [kernel.kallsyms]     [k] memset_erms
     0.00%  GC Thread#1      [kernel.kallsyms]     [k] __x64_sys_futex
     0.00%  GC Thread#16     [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%  G1 Refine#11     [kernel.kallsyms]     [k] kmem_cache_alloc_node_trace
     0.00%  G1 Refine#4      [kernel.kallsyms]     [k] try_to_wake_up
     0.00%  C2 CompilerThre  libjvm.so             [.] Matcher::specialize_generic_vector_operands
     0.00%  G1 Refine#0      [kernel.kallsyms]     [k] get_futex_key
     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] __vma_adjust
     0.00%  GC Thread#16     [kernel.kallsyms]     [k] perf_mux_hrtimer_handler
     0.00%  G1 Refine#4      [kernel.kallsyms]     [k] get_page_from_freelist
     0.00%  GC Thread#17     [kernel.kallsyms]     [k] futex_wait
     0.00%  G1 Refine#1      [kernel.kallsyms]     [k] perf_event_alloc
     0.00%  G1 Refine#3      [kernel.kallsyms]     [k] perf_iterate_ctx
     0.00%  GC Thread#5      [kernel.kallsyms]     [k] mem_cgroup_page_lruvec
     0.00%  G1 Refine#13     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.00%  java             libjvm.so             [.] _GLOBAL__sub_I_arguments.cpp
     0.00%  VM Thread        libc-2.28.so          [.] malloc_init_state
     0.00%  C2 CompilerThre  libjvm.so             [.] ciExceptionHandlerStream::count
     0.00%  GC Thread#0      libjvm.so             [.] G1RedirtyCardsLocalQueueSet::enqueue
     0.00%  G1 Refine#9      [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.00%  GC Thread#2      [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath
     0.00%  C2 CompilerThre  libjvm.so             [.] PhaseCFG::latency_from_uses
     0.00%  C2 CompilerThre  libjvm.so             [.] IfNode::fold_compares
     0.00%  GC Thread#4      [kernel.kallsyms]     [k] cpu_load_update
     0.00%  GC Thread#19     [vdso]                [.] 0x00000000000009f9
     0.00%  java             libjvm.so             [.] Assembler::movl
     0.00%  C2 CompilerThre  libjvm.so             [.] TypeInt::xdual
     0.00%  GC Thread#17     [kernel.kallsyms]     [k] rebalance_domains
     0.00%  C1 CompilerThre  libjvm.so             [.] ciMethod::is_accessor
     0.00%  G1 Refine#13     libjvm.so             [.] G1CardCounts::is_hot
     0.00%  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::mark_ssa
     0.00%  G1 Refine#15     [kernel.kallsyms]     [k] intel_pmu_hw_config
     0.00%  java             [kernel.kallsyms]     [k] down_write_killable
     0.00%  java             [kernel.kallsyms]     [k] vmacache_find
     0.00%  G1 Refine#2      [kernel.kallsyms]     [k] mutex_lock
     0.00%  GC Thread#13     libpthread-2.28.so    [.] pthread_mutex_trylock
     0.00%  G1 Refine#2      [kernel.kallsyms]     [k] ___slab_alloc
     0.00%  G1 Refine#2      [kernel.kallsyms]     [k] __mutex_init
     0.00%  G1 Refine#2      [kernel.kallsyms]     [k] new_slab
     0.00%  VM Thread        [kernel.kallsyms]     [k] __split_vma
     0.00%  C2 CompilerThre  libjvm.so             [.] ciBytecodeStream::get_index
     0.00%  GC Thread#21     [kernel.kallsyms]     [k] __hrtimer_next_event_base
     0.00%  java             [kernel.kallsyms]     [k] do_sys_open
     0.00%  GC Thread#14     [kernel.kallsyms]     [k] cpuacct_account_field
     0.00%  G1 Refine#4      libjvm.so             [.] oopDesc::size
     0.00%  java             [kernel.kallsyms]     [k] __x86_indirect_thunk_r14
     0.00%  G1 Refine#2      [kernel.kallsyms]     [k] x86_pmu_event_init
     0.00%  C2 CompilerThre  libjvm.so             [.] ciField::will_link
     0.00%  GC Thread#18     [kernel.kallsyms]     [k] do_exit
     0.00%  GC Thread#19     [kernel.kallsyms]     [k] futex_wake
     0.00%  java             libjvm.so             [.] Fingerprinter::compute_fingerprint_and_return_type
     0.00%  C1 CompilerThre  libjvm.so             [.] ValueStack::setup_phi_for_stack
     0.00%  G1 Refine#2      [kernel.kallsyms]     [k] perf_try_init_event
     0.00%  GC Thread#16     libc-2.28.so          [.] clock_gettime
     0.00%  GC Thread#19     [kernel.kallsyms]     [k] do_futex
     0.00%  java             ld-2.28.so            [.] _dl_new_object
     0.00%  G1 Refine#1      [kernel.kallsyms]     [k] setup_object.isra.63
     0.00%  G1 Refine#14     [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%  G1 Refine#0      [kernel.kallsyms]     [k] kfree
     0.00%  C2 CompilerThre  libjvm.so             [.] ciBytecodeStream::get_declared_method_holder
     0.00%  G1 Refine#4      [kernel.kallsyms]     [k] x86_pmu_disable
     0.00%  GC Thread#15     [kernel.kallsyms]     [k] get_mem_cgroup_from_mm
     0.00%  GC Thread#10     [kernel.kallsyms]     [k] switch_mm_irqs_off
     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] rwsem_down_write_failed_killable
     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] number
     0.00%  C2 CompilerThre  libjvm.so             [.] ciMethod::scale_count
     0.00%  VM Periodic Tas  [kernel.kallsyms]     [k] find_busiest_group
     0.00%  C2 CompilerThre  libjvm.so             [.] SharedRuntime::java_calling_convention
     0.00%  G1 Refine#16     [kernel.kallsyms]     [k] get_page_from_freelist
     0.00%  G1 Refine#21     [kernel.kallsyms]     [k] crng_make_state
     0.00%  C2 CompilerThre  libjvm.so             [.] IfNode::up_one_dom
     0.00%  java             libjvm.so             [.] match_option
     0.00%  java             [kernel.kallsyms]     [k] ktime_get_update_offsets_now
     0.00%  GC Thread#2      [kernel.kallsyms]     [k] cpuacct_charge
     0.00%  GC Thread#14     [vdso]                [.] 0x00000000000009f9
     0.00%  G1 Refine#6      [kernel.kallsyms]     [k] kmem_cache_alloc_node_trace
     0.00%  G1 Refine#0      libpthread-2.28.so    [.] __pthread_mutex_unlock_usercnt
     0.00%  G1 Refine#14     [kernel.kallsyms]     [k] smp_call_function_interrupt
     0.00%  G1 Refine#18     [kernel.kallsyms]     [k] perf_event__header_size
     0.00%  GC Thread#0      [kernel.kallsyms]     [k] perf_event_task_tick
     0.00%  G1 Refine#5      [kernel.kallsyms]     [k] account_process_tick
     0.00%  C2 CompilerThre  libjvm.so             [.] PhaseCFG::replace_block_proj_ctrl
     0.00%  G1 Refine#16     [kernel.kallsyms]     [k] cpuacct_charge
     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] filemap_map_pages
     0.00%  C2 CompilerThre  libjvm.so             [.] SafePointNode::set_local
     0.00%  GC Thread#10     [kernel.kallsyms]     [k] _cond_resched
     0.00%  GC Thread#0      [kernel.kallsyms]     [k] unmap_vmas
     0.00%  G1 Refine#2      [kernel.kallsyms]     [k] intel_get_event_constraints
     0.00%  GC Thread#11     libjvm.so             [.] GenerateOopMap::interp_bb
     0.00%  java             [kernel.kallsyms]     [k] page_counter_cancel
     0.00%  VM Thread        libjvm.so             [.] Thread::initialize_thread_current
     0.00%  G1 Refine#16     [kernel.kallsyms]     [k] futex_wait
     0.00%  GC Thread#14     [kernel.kallsyms]     [k] free_pcppages_bulk
     0.00%  G1 Refine#15     [kernel.kallsyms]     [k] pmd_page_vaddr
     0.00%  java             [kernel.kallsyms]     [k] policy_nodemask
     0.00%  GC Thread#2      [kernel.kallsyms]     [k] enqueue_entity
     0.00%  VM Thread        [kernel.kallsyms]     [k] enqueue_entity
     0.00%  VM Thread        [kernel.kallsyms]     [k] enqueue_task_fair
     0.00%  C2 CompilerThre  libjvm.so             [.] MemBarNode::match
     0.00%  C2 CompilerThre  libjvm.so             [.] compI_rRegNode::cisc_RegMask
     0.00%  GC Thread#13     [kernel.kallsyms]     [k] rcu_all_qs
     0.00%  java             libjvm.so             [.] BufferNode::Allocator::allocate
     0.00%  java             libjvm.so             [.] Assembler::cmpq
     0.00%  GC Thread#2      libjvm.so             [.] G1AllocRegion::fill_up_remaining_space
     0.00%  G1 Refine#8      libc-2.28.so          [.] _int_malloc
     0.00%  C2 CompilerThre  libjvm.so             [.] ciInstanceKlass::field_cache
     0.00%  VM Thread        [kernel.kallsyms]     [k] update_min_vruntime
     0.00%  C2 CompilerThre  libjvm.so             [.] TypePtr::get_con
     0.00%  GC Thread#3      libc-2.28.so          [.] __libc_malloc
     0.00%  G1 Refine#1      [kernel.kallsyms]     [k] perf_iterate_ctx
     0.00%  GC Thread#3      [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%  java             libelf-0.176.so       [.] gelf_getsym
     0.00%  java             [kernel.kallsyms]     [k] raise_softirq
     0.00%  GC Thread#15     [kernel.kallsyms]     [k] mem_cgroup_commit_charge
     0.00%  GC Thread#2      [kernel.kallsyms]     [k] __hrtimer_next_event_base
     0.00%  GC Thread#19     [kernel.kallsyms]     [k] mem_cgroup_charge_statistics
     0.00%  G1 Refine#13     libjvm.so             [.] oopDesc::size
     0.00%  G1 Refine#6      [kernel.kallsyms]     [k] x86_reserve_hardware
     0.00%  G1 Refine#5      [kernel.kallsyms]     [k] mutex_lock
     0.00%  GC Thread#15     [kernel.kallsyms]     [k] __pagevec_lru_add_fn
     0.00%  java             [kernel.kallsyms]     [k] notifier_call_chain
     0.00%  java             [kernel.kallsyms]     [k] change_protection
     0.00%  java             [kernel.kallsyms]     [k] should_failslab
     0.00%  G1 Refine#3      [kernel.kallsyms]     [k] __remove_hrtimer
     0.00%  java             libc-2.28.so          [.] _IO_default_xsputn
     0.00%  G1 Refine#11     [kernel.kallsyms]     [k] __srcu_read_lock
     0.00%  GC Thread#5      [kernel.kallsyms]     [k] do_exit
     0.00%  GC Thread#13     [kernel.kallsyms]     [k] clear_huge_page
     0.00%  G1 Refine#18     libjvm.so             [.] PtrQueueSet::deallocate_buffer
     0.00%  java             [nfs]                 [k] nfs_fattr_init
     0.00%  C2 CompilerThre  libjvm.so             [.] LibraryCallKit::inline_native_hashcode
     0.00%  GC Thread#0      [kernel.kallsyms]     [k] rcu_all_qs
     0.00%  GC Thread#19     [kernel.kallsyms]     [k] load_balance
     0.00%  java             [kernel.kallsyms]     [k] lock_page_memcg
     0.00%  G1 Refine#15     libjvm.so             [.] G1CardCounts::is_hot
     0.00%  GC Thread#2      [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%  VM Thread        [kernel.kallsyms]     [k] check_preempt_wakeup
     0.00%  GC Thread#18     libjvm.so             [.] PtrQueueSet::try_enqueue
     0.00%  G1 Refine#17     libc-2.28.so          [.] __libc_malloc
     0.00%  GC Thread#0      [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%  G1 Refine#3      [kernel.kallsyms]     [k] run_timer_softirq
     0.00%  GC Thread#18     libjvm.so             [.] HeapRegionClaimer::claim_region
     0.00%  C2 CompilerThre  libjvm.so             [.] constantPoolHandle::~constantPoolHandle
     0.00%  G1 Refine#7      [kernel.kallsyms]     [k] kmem_cache_alloc_node_trace
     0.00%  VM Thread        [kernel.kallsyms]     [k] ktime_get
     0.00%  GC Thread#4      [kernel.kallsyms]     [k] account_kernel_stack
     0.00%  GC Thread#5      [kernel.kallsyms]     [k] mem_cgroup_charge_statistics
     0.00%  java             [kernel.kallsyms]     [k] path_openat
     0.00%  G1 Refine#2      libjvm.so             [.] G1ConcurrentRefine::do_refinement_step
     0.00%  GC Thread#10     [kernel.kallsyms]     [k] lru_cache_add_active_or_unevictable
     0.00%  C1 CompilerThre  libjvm.so             [.] AccessInternal::PostRuntimeDispatch<G1BarrierSet::AccessBarrier<594020ul, G1BarrierSet>, (AccessInternal::BarrierType)2, 594020ul>::oop_access_barrier
     0.00%  G1 Refine#0      [kernel.kallsyms]     [k] update_curr
     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] sync_regs
     0.00%  C2 CompilerThre  libjvm.so             [.] Matcher::init_spill_mask
     0.00%  G1 Refine#3      [kernel.kallsyms]     [k] __hrtimer_get_next_event
     0.00%  GC Thread#19     [kernel.kallsyms]     [k] _cond_resched
     0.00%  G1 Refine#13     libjvm.so             [.] G1DirtyCardQueueSet::refine_completed_buffer_concurrently
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] perf_mux_hrtimer_handler
     0.00%  GC Thread#14     [kernel.kallsyms]     [k] __schedule
     0.00%  java             [kernel.kallsyms]     [k] get_unmapped_area
     0.00%  C2 CompilerThre  libjvm.so             [.] Matcher::find_shared_node
     0.00%  java             [kernel.kallsyms]     [k] __intel_pmu_disable_all
     0.00%  G1 Refine#9      [kernel.kallsyms]     [k] perf_iterate_ctx
     0.00%  G1 Refine#1      [kernel.kallsyms]     [k] native_sched_clock
     0.00%  G1 Refine#0      libjvm.so             [.] calc_thresholds
     0.00%  G1 Refine#16     [kernel.kallsyms]     [k] perf_iterate_ctx
     0.00%  GC Thread#18     libjvm.so             [.] G1BlockOffsetTablePart::alloc_block_work
     0.00%  GC Thread#5      [kernel.kallsyms]     [k] handle_mm_fault
     0.00%  GC Thread#8      [kernel.kallsyms]     [k] native_sched_clock
     0.00%  G1 Refine#3      [vdso]                [.] 0x00000000000009f9
     0.00%  java             [kernel.kallsyms]     [k] arch_get_unmapped_area_topdown
     0.00%  GC Thread#2      [kernel.kallsyms]     [k] entry_SYSCALL_64
     0.00%  GC Thread#2      [kernel.kallsyms]     [k] _raw_spin_unlock_irqrestore
     0.00%  GC Thread#6      [kernel.kallsyms]     [k] rcu_nmi_enter
     0.00%  GC Thread#11     [kernel.kallsyms]     [k] native_write_msr
     0.00%  C1 CompilerThre  libjvm.so             [.] ciInstanceKlass::loader
     0.00%  C2 CompilerThre  libjvm.so             [.] InstanceKlass::module
     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  G1 Service       [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%  G1 Refine#11     [kernel.kallsyms]     [k] get_page_from_freelist
     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] update_rt_rq_load_avg
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] intel_pmu_bts_config
     0.00%  GC Thread#18     [kernel.kallsyms]     [k] futex_wait
     0.00%  GC Thread#10     [kernel.kallsyms]     [k] mutex_lock
     0.00%  GC Thread#16     [kernel.kallsyms]     [k] rb_erase_cached
     0.00%  C2 CompilerThre  libjvm.so             [.] ciMethod::has_loops
     0.00%  GC Thread#9      [kernel.kallsyms]     [k] down_read_trylock
     0.00%  G1 Service       [vdso]                [.] __vdso_clock_gettime
     0.00%  Common-Cleaner   [kernel.kallsyms]     [k] __handle_mm_fault
     0.00%  C1 CompilerThre  libjvm.so             [.] CompiledMethod::oops_reloc_begin
     0.00%  DPU_WORK_0000    [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.00%  G1 Refine#3      libjvm.so             [.] NonJavaThread::Iterator::~Iterator
     0.00%  G1 Refine#16     [kernel.kallsyms]     [k] __hrtimer_next_event_base
     0.00%  G1 Refine#14     libjvm.so             [.] OopOopIterateBoundedDispatch<G1ConcurrentRefineOopClosure>::Table::oop_oop_iterate_bounded<ObjArrayKlass, narrowOop>
     0.00%  GC Thread#11     [kernel.kallsyms]     [k] account_user_time
     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] __lru_cache_add
     0.00%  G1 Refine#16     libjvm.so             [.] G1CardCounts::is_hot
     0.00%  G1 Refine#0      [kernel.kallsyms]     [k] perf_event_task_tick
     0.00%  G1 Refine#20     [kernel.kallsyms]     [k] __bitmap_and
     0.00%  G1 Refine#4      libjvm.so             [.] G1CardCounts::is_hot
     0.00%  G1 Refine#9      [kernel.kallsyms]     [k] intel_pmu_hw_config
     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] lru_cache_add_active_or_unevictable
     0.00%  GC Thread#0      [vdso]                [.] __vdso_clock_gettime
     0.00%  java             [kernel.kallsyms]     [k] mm_update_next_owner
     0.00%  G1 Refine#0      [kernel.kallsyms]     [k] __wake_up_common
     0.00%  java             [kernel.kallsyms]     [k] task_tick_fair
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] task_cputime_adjusted
     0.00%  G1 Refine#18     [kernel.kallsyms]     [k] find_next_and_bit
     0.00%  G1 Refine#9      [kernel.kallsyms]     [k] __init_waitqueue_head
     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] page_fault
     0.00%  GC Thread#14     [kernel.kallsyms]     [k] native_queued_spin_lock_slowpath
     0.00%  GC Thread#15     [kernel.kallsyms]     [k] __alloc_pages_nodemask
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] get_random_u32
     0.00%  G1 Refine#11     [kernel.kallsyms]     [k] intel_pmu_bts_config
     0.00%  G1 Refine#15     [kernel.kallsyms]     [k] find_vma
     0.00%  GC Thread#9      [kernel.kallsyms]     [k] rcu_accelerate_cbs
     0.00%  C1 CompilerThre  [kernel.kallsyms]     [k] syscall_return_via_sysret
     0.00%  GC Thread#0      [kernel.kallsyms]     [k] __pagevec_lru_add_fn
     0.00%  GC Thread#16     libjvm.so             [.] G1MergeHeapRootsTask::work
     0.00%  G1 Refine#0      libjvm.so             [.] ThreadsListHandle::~ThreadsListHandle
     0.00%  G1 Refine#11     [kernel.kallsyms]     [k] intel_get_event_constraints
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] get_ctx
     0.00%  GC Thread#3      [kernel.kallsyms]     [k] sync_regs
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] rb_insert_color
     0.00%  GC Thread#10     [kernel.kallsyms]     [k] clear_subpage
     0.00%  G1 Refine#6      [kernel.kallsyms]     [k] mutex_unlock
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] perf_event_groups_insert
     0.00%  GC Thread#3      [vdso]                [.] __vdso_clock_gettime
     0.00%  VM Periodic Tas  [kernel.kallsyms]     [k] update_dl_rq_load_avg
     0.00%  G1 Refine#8      [vdso]                [.] 0x00000000000009f0
     0.00%  G1 Refine#7      libjvm.so             [.] G1CardCounts::is_hot
     0.00%  G1 Refine#8      [kernel.kallsyms]     [k] inherit_event.isra.113
     0.00%  java             [kernel.kallsyms]     [k] init_dl_inactive_task_timer
     0.00%  GC Thread#9      [kernel.kallsyms]     [k] cpu_load_update
     0.00%  GC Thread#16     [kernel.kallsyms]     [k] find_busiest_group
     0.00%  java             [kernel.kallsyms]     [k] inode_permission
     0.00%  C2 CompilerThre  [kernel.kallsyms]     [k] page_mapping
     0.00%  G1 Refine#3      [kernel.kallsyms]     [k] __hrtimer_next_event_base
     0.00%  java             [kernel.kallsyms]     [k] tick_program_event
     0.00%  C2 CompilerThre  libc-2.28.so          [.] _IO_vfprintf
     0.00%  java             [kernel.kallsyms]     [k] number
