# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 56K of event 'cache-references'
# Event count (approx.): 25757743
#
# Overhead  Command          Shared Object         Symbol                                                                                                                                                    
# ........  ...............  ....................  ..........................................................................................................................................................
#
     0.00%  G1 Refine#6      [kernel.kallsyms]   [k] native_queued_spin_lock_slowpath
     0.00%  GC Thread#1      [kernel.kallsyms]   [k] llist_reverse_order
     0.00%  GC Thread#1      [kernel.kallsyms]   [k] pagevec_lru_move_fn
     0.00%  GC Thread#16     [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.00%  GC Thread#2      [kernel.kallsyms]   [k] apic_timer_interrupt
     0.00%  GC Thread#3      libjvm.so           [.] G1BatchedGangTask::work
     0.00%  C2 CompilerThre  libjvm.so           [.] SafePointNode::pinned
     0.00%  G1 Refine#0      [kernel.kallsyms]   [k] pollwake
     0.00%  G1 Refine#5      [kernel.kallsyms]   [k] _raw_spin_lock
     0.00%  GC Thread#0      [kernel.kallsyms]   [k] calc_global_load_tick
     0.00%  GC Thread#11     [kernel.kallsyms]   [k] _raw_spin_lock
     0.00%  GC Thread#12     libjvm.so           [.] Stack<ScannerTask, (MEMFLAGS)5>::pop_segment
     0.00%  GC Thread#21     [kernel.kallsyms]   [k] __cgroup_account_cputime_field
     0.00%  C1 CompilerThre  libjvm.so           [.] LIRGenerator::is_vreg_flag_set
     0.00%  C2 CompilerThre  libjvm.so           [.] State::_sub_Op_DecodeN
     0.00%  G1 Refine#1      [kernel.kallsyms]   [k] mutex_lock
     0.00%  G1 Refine#18     [kernel.kallsyms]   [k] perf_event_groups_insert
     0.00%  G1 Refine#18     libc-2.28.so        [.] clock_gettime
     0.00%  G1 Refine#20     [kernel.kallsyms]   [k] x86_reserve_hardware
     0.00%  G1 Refine#20     libjvm.so           [.] RSHashTable::add_card
     0.00%  G1 Refine#3      [kernel.kallsyms]   [k] smp_call_function_many
     0.00%  GC Thread#12     libjvm.so           [.] G1ParEvacuateFollowersClosure::do_void
     0.00%  VM Thread        [kernel.kallsyms]   [k] vm_area_dup
     0.00%  VM Thread        libjvm.so           [.] GCMemoryManager::gc_begin
     0.00%  java             libjvm.so           [.] methodHandle::~methodHandle
     0.00%  C1 CompilerThre  libjvm.so           [.] ArenaBitMap::ArenaBitMap
     0.00%  C1 CompilerThre  libjvm.so           [.] Compilation::debug_info_recorder
     0.00%  C1 CompilerThre  libjvm.so           [.] nmethod::copy_scopes_pcs
     0.00%  C2 CompilerThre  libjvm.so           [.] TypeLong::xmeet
     0.00%  G1 Refine#2      [kernel.kallsyms]   [k] __init_waitqueue_head
     0.00%  G1 Refine#8      [kernel.kallsyms]   [k] _raw_spin_trylock
     0.00%  GC Thread#10     [vdso]              [.] 0x00000000000009f9
     0.00%  GC Thread#12     [kernel.kallsyms]   [k] check_preempt_curr
     0.00%  GC Thread#6      [kernel.kallsyms]   [k] vmacache_find
     0.00%  java             [kernel.kallsyms]   [k] do_munmap
     0.00%  java             libjvm.so           [.] java_lang_Class::set_oop_size
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] mem_cgroup_node_nr_lru_pages
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] timerqueue_add
     0.00%  C1 CompilerThre  libjvm.so           [.] EdgeMoveOptimizer::optimize
     0.00%  C2 CompilerThre  libjvm.so           [.] TypeNode::ideal_reg
     0.00%  G1 Refine#3      [kernel.kallsyms]   [k] uprobe_copy_process
     0.00%  GC Thread#10     [kernel.kallsyms]   [k] __schedule
     0.00%  GC Thread#7      [kernel.kallsyms]   [k] update_load_avg
     0.00%  C2 CompilerThre  libjvm.so           [.] Arena::destruct_contents
     0.00%  C2 CompilerThre  libjvm.so           [.] Compile::dump_print_inlining
     0.00%  C2 CompilerThre  libjvm.so           [.] Parse::do_exceptions
     0.00%  C2 CompilerThre  libjvm.so           [.] RootNode::Ideal
     0.00%  G1 Refine#12     libjvm.so           [.] G1ConcurrentRefine::do_refinement_step
     0.00%  G1 Refine#20     libpthread-2.28.so  [.] __pthread_mutex_unlock_usercnt
     0.00%  GC Thread#12     [kernel.kallsyms]   [k] __update_load_avg_se
     0.00%  GC Thread#13     [kernel.kallsyms]   [k] find_next_and_bit
     0.00%  GC Thread#19     [kernel.kallsyms]   [k] smp_call_function_many
     0.00%  GC Thread#21     libjvm.so           [.] G1GCPhaseTimes::record_thread_work_item
     0.00%  GC Thread#22     libjvm.so           [.] G1GCPhaseTimes::phase_name
     0.00%  GC Thread#4      libc-2.28.so        [.] clock_gettime
     0.00%  GC Thread#7      libjvm.so           [.] G1RedirtyCardsLocalQueueSet::enqueue
     0.00%  java             perf-4009.map       [.] int java.lang.Integer.intValue()
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] cpu_load_update
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseCFG::global_code_motion
     0.00%  G1 Refine#17     [kernel.kallsyms]   [k] task_tick_fair
     0.00%  G1 Refine#20     [kernel.kallsyms]   [k] perf_event_init_task
     0.00%  GC Thread#0      [kernel.kallsyms]   [k] smp_apic_timer_interrupt
     0.00%  GC Thread#2      libjvm.so           [.] GenericTaskQueueSet<OverflowTaskQueue<ScannerTask, (MEMFLAGS)5, 131072u>, (MEMFLAGS)5>::tasks
     0.00%  GC Thread#22     [kernel.kallsyms]   [k] resched_curr
     0.00%  GC Thread#6      [kernel.kallsyms]   [k] __list_del_entry_valid
     0.00%  GC Thread#6      [kernel.kallsyms]   [k] sync_regs
     0.00%  java             [kernel.kallsyms]   [k] irq_exit
     0.00%  C1 CompilerThre  libjvm.so           [.] FormatStringEventLog<256ul>::log
     0.00%  G1 Refine#1      [kernel.kallsyms]   [k] perf_event__header_size
     0.00%  G1 Refine#1      libjvm.so           [.] G1CardCounts::is_hot
     0.00%  G1 Refine#13     [kernel.kallsyms]   [k] intel_pmu_hw_config
     0.00%  G1 Refine#22     libjvm.so           [.] G1RemSet::clean_card_before_refine
     0.00%  G1 Refine#22     libjvm.so           [.] RSHashTable::add_card
     0.00%  G1 Refine#9      [kernel.kallsyms]   [k] __list_add_valid
     0.00%  GC Thread#10     [kernel.kallsyms]   [k] account_user_time
     0.00%  GC Thread#15     [kernel.kallsyms]   [k] read_tsc
     0.00%  GC Thread#16     [kernel.kallsyms]   [k] cpuacct_charge
     0.00%  GC Thread#6      [kernel.kallsyms]   [k] try_charge
     0.00%  VM Thread        [kernel.kallsyms]   [k] native_apic_msr_eoi_write
     0.00%  C1 CompilerThre  libjvm.so           [.] ChunkPool::allocate
     0.00%  C2 CompilerThre  libc-2.28.so        [.] msort_with_tmp.part.0
     0.00%  G1 Refine#13     [kernel.kallsyms]   [k] perf_event_init_task
     0.00%  G1 Refine#6      [kernel.kallsyms]   [k] try_to_wake_up
     0.00%  G1 Refine#9      [kernel.kallsyms]   [k] get_futex_key
     0.00%  GC Thread#12     [kernel.kallsyms]   [k] try_charge
     0.00%  GC Thread#21     [kernel.kallsyms]   [k] copy_user_generic_unrolled
     0.00%  C1 CompilerThre  libc-2.28.so        [.] __memcpy_avx_unaligned_erms
     0.00%  C2 CompilerThre  libjvm.so           [.] MachNode::two_adr
     0.00%  C2 CompilerThre  libjvm.so           [.] PhiNode::is_unsafe_data_reference
     0.00%  G1 Refine#18     [kernel.kallsyms]   [k] _raw_spin_lock
     0.00%  G1 Refine#18     libjvm.so           [.] QuickSort::inner_sort<false, unsigned char*, int (*)(unsigned char const*, unsigned char const*)>
     0.00%  G1 Refine#19     libjvm.so           [.] G1DirtyCardQueueSet::refine_buffer
     0.00%  G1 Refine#21     [kernel.kallsyms]   [k] native_queued_spin_lock_slowpath
     0.00%  G1 Refine#6      [kernel.kallsyms]   [k] __init_waitqueue_head
     0.00%  GC Thread#12     [kernel.kallsyms]   [k] zap_huge_pud
     0.00%  GC Thread#16     [kernel.kallsyms]   [k] rb_next
     0.00%  GC Thread#21     [kernel.kallsyms]   [k] __softirqentry_text_start
     0.00%  GC Thread#4      libjvm.so           [.] G1ParScanThreadState::flush
     0.00%  java             libc-2.28.so        [.] __memcmp_avx2_movbe
     0.00%  java             libc-2.28.so        [.] getenv
     0.00%  java             libjvm.so           [.] CompilationPolicy::common<CallPredicate>
     0.00%  java             libjvm.so           [.] _GLOBAL__sub_I_ad_x86_pipeline.cpp
     0.00%  C1 CompilerThre  libjvm.so           [.] Interval::split
     0.00%  C1 CompilerThre  libjvm.so           [.] MoveResolver::get_virtual_register
     0.00%  G1 Refine#0      [kernel.kallsyms]   [k] mutex_unlock
     0.00%  G1 Refine#13     [kernel.kallsyms]   [k] intel_put_event_constraints
     0.00%  G1 Refine#15     [kernel.kallsyms]   [k] kmem_cache_alloc_node_trace
     0.00%  G1 Refine#15     [kernel.kallsyms]   [k] rb_insert_color
     0.00%  G1 Refine#16     [vdso]              [.] 0x00000000000009f9
     0.00%  G1 Refine#3      [kernel.kallsyms]   [k] intel_cpuc_finish
     0.00%  G1 Refine#9      [kernel.kallsyms]   [k] rb_insert_color
     0.00%  GC Thread#16     [kernel.kallsyms]   [k] flush_smp_call_function_queue
     0.00%  GC Thread#21     [kernel.kallsyms]   [k] find_vma
     0.00%  GC Thread#4      [kernel.kallsyms]   [k] select_task_rq_fair
     0.00%  C1 CompilerThre  libjvm.so           [.] LIR_Assembler::emit_typecheck_helper
     0.00%  C2 CompilerThre  [kernel.kallsyms]   [k] strlen
     0.00%  C2 CompilerThre  libjvm.so           [.] NodeHash::grow
     0.00%  C2 CompilerThre  libjvm.so           [.] ciMethod::call_profile_at_bci
     0.00%  C2 CompilerThre  libjvm.so           [.] compI_rRegNode::ideal_Opcode
     0.00%  C2 CompilerThre  libjvm.so           [.] storeLNode::emit
     0.00%  G1 Refine#15     [kernel.kallsyms]   [k] _cond_resched
     0.00%  G1 Refine#15     [kernel.kallsyms]   [k] mutex_lock
     0.00%  G1 Refine#18     [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.00%  G1 Refine#9      [kernel.kallsyms]   [k] do_futex
     0.00%  GC Thread#10     libc-2.28.so        [.] __memset_avx2_unaligned_erms
     0.00%  GC Thread#19     [kernel.kallsyms]   [k] irq_work_tick
     0.00%  GC Thread#20     libjvm.so           [.] G1RedirtyCardsLocalQueueSet::enqueue
     0.00%  GC Thread#3      [kernel.kallsyms]   [k] __x64_sys_futex
     0.00%  GC Thread#9      [kernel.kallsyms]   [k] __alloc_pages_nodemask
     0.00%  C1 CompilerThre  [kernel.kallsyms]   [k] __update_idle_core
     0.00%  C1 CompilerThre  libjvm.so           [.] Label::patch_instructions
     0.00%  C2 CompilerThre  libjvm.so           [.] Block::compute_first_inst_size
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseOutput::FillLocArray
     0.00%  G1 Refine#15     [kernel.kallsyms]   [k] __init_waitqueue_head
     0.00%  G1 Refine#20     [kernel.kallsyms]   [k] smp_call_function_many
     0.00%  G1 Refine#6      [kernel.kallsyms]   [k] memcg_kmem_put_cache
     0.00%  GC Thread#22     [kernel.kallsyms]   [k] select_task_rq_fair
     0.00%  C2 CompilerThre  libjvm.so           [.] addI_rReg_immNode::emit
     0.00%  G1 Refine#16     [kernel.kallsyms]   [k] __list_add_valid
     0.00%  G1 Refine#19     [kernel.kallsyms]   [k] setup_object.isra.63
     0.00%  G1 Refine#4      [kernel.kallsyms]   [k] kfree
     0.00%  G1 Refine#4      libjvm.so           [.] AllocateHeap
     0.00%  GC Thread#1      [kernel.kallsyms]   [k] check_preempt_curr
     0.00%  GC Thread#21     libjvm.so           [.] GenericTaskQueueSet<OverflowTaskQueue<ScannerTask, (MEMFLAGS)5, 131072u>, (MEMFLAGS)5>::tasks
     0.00%  C1 CompilerThre  libjvm.so           [.] LIRGenerator::do_NewInstance
     0.00%  C1 CompilerThre  libjvm.so           [.] LinearScan::resolve_exception_handlers
     0.00%  G1 Refine#10     [kernel.kallsyms]   [k] intel_cpuc_prepare
     0.00%  G1 Refine#10     [kernel.kallsyms]   [k] swapgs_restore_regs_and_return_to_usermode
     0.00%  G1 Refine#16     [kernel.kallsyms]   [k] mutex_unlock
     0.00%  G1 Refine#7      [kernel.kallsyms]   [k] mutex_lock
     0.00%  GC Thread#20     [kernel.kallsyms]   [k] __get_vma_policy
     0.00%  GC Thread#20     [kernel.kallsyms]   [k] native_apic_msr_eoi_write
     0.00%  java             [kernel.kallsyms]   [k] pids_can_fork
     0.00%  C2 CompilerThre  [kernel.kallsyms]   [k] do_filp_open
     0.00%  C2 CompilerThre  libjvm.so           [.] RootNode::Opcode
     0.00%  C2 CompilerThre  libjvm.so           [.] ThreadLocalNode::Opcode
     0.00%  C2 CompilerThre  libjvm.so           [.] os::elapsed_counter
     0.00%  G1 Refine#12     [kernel.kallsyms]   [k] pid_vnr
     0.00%  G1 Refine#12     [kernel.kallsyms]   [k] rcu_all_qs
     0.00%  G1 Refine#18     [kernel.kallsyms]   [k] update_cfs_rq_h_load
     0.00%  GC Thread#0      [kernel.kallsyms]   [k] ktime_get
     0.00%  GC Thread#12     [kernel.kallsyms]   [k] rb_erase_cached
     0.00%  GC Thread#5      [kernel.kallsyms]   [k] __handle_mm_fault
     0.00%  GC Thread#9      [kernel.kallsyms]   [k] flush_tlb_func_remote
     0.00%  java             [kernel.kallsyms]   [k] __init_waitqueue_head
     0.00%  java             libdpu.so.0.0       [.] ci_fill_selected_dpu_mask@plt
     0.00%  java             libjvm.so           [.] G1NUMA::create
     0.00%  java             libm-2.28.so        [.] fma
     0.00%  C1 CompilerThre  libjvm.so           [.] MacroAssembler::load_klass
     0.00%  C2 CompilerThre  libjvm.so           [.] MultiNode::proj_out
     0.00%  G1 Refine#12     [kernel.kallsyms]   [k] __indirect_thunk_start
     0.00%  G1 Refine#12     [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.00%  G1 Refine#16     [kernel.kallsyms]   [k] perf_event_groups_insert
     0.00%  GC Thread#1      libc-2.28.so        [.] __memmove_sse2_unaligned_erms
     0.00%  GC Thread#18     [kernel.kallsyms]   [k] load_balance
     0.00%  GC Thread#2      [kernel.kallsyms]   [k] update_min_vruntime
     0.00%  VM Thread        libjvm.so           [.] os::create_thread
     0.00%  java             libjvm.so           [.] Symbol::decrement_refcount
     0.00%  C1 CompilerThre  libjvm.so           [.] LIRGenerator::move_to_phi
     0.00%  C2 CompilerThre  libjvm.so           [.] ReturnNode::is_CFG
     0.00%  G1 Refine#16     libjvm.so           [.] G1CardCounts::add_card_count
     0.00%  G1 Refine#22     libjvm.so           [.] G1DirtyCardQueueSet::refine_completed_buffer_concurrently
     0.00%  GC Thread#0      [kernel.kallsyms]   [k] error_entry
     0.00%  GC Thread#19     [kernel.kallsyms]   [k] find_busiest_group
     0.00%  GC Thread#22     [kernel.kallsyms]   [k] pagevec_lru_move_fn
     0.00%  GC Thread#7      [kernel.kallsyms]   [k] _cond_resched
     0.00%  Service Thread   [kernel.kallsyms]   [k] finish_task_switch
     0.00%  VM Thread        [kernel.kallsyms]   [k] kernel_poison_pages
     0.00%  java             libjvm.so           [.] CodeHeap::find_blob_unsafe
     0.00%  C2 CompilerThre  libjvm.so           [.] RegionNode::try_clean_mem_phi
     0.00%  C2 CompilerThre  libjvm.so           [.] StorePNode::Opcode
     0.00%  G1 Refine#11     libjvm.so           [.] ConcurrentGCThread::should_terminate
     0.00%  G1 Refine#13     [kernel.kallsyms]   [k] __init_waitqueue_head
     0.00%  G1 Refine#9      [kernel.kallsyms]   [k] inherit_task_group.isra.115.part.116
     0.00%  GC Thread#13     [kernel.kallsyms]   [k] get_futex_value_locked
     0.00%  GC Thread#22     [kernel.kallsyms]   [k] account_entity_enqueue
     0.00%  GC Thread#9      [kernel.kallsyms]   [k] sync_regs
     0.00%  java             [kernel.kallsyms]   [k] kthread_blkcg
     0.00%  C1 CompilerThre  libjvm.so           [.] LIR_List::cmove
     0.00%  C1 CompilerThre  libjvm.so           [.] Mutex::lock
     0.00%  C2 CompilerThre  libjvm.so           [.] ThreadLocalNode::bottom_type
     0.00%  C2 CompilerThre  libjvm.so           [.] TypeAryPtr::add_offset
     0.00%  C2 CompilerThre  libjvm.so           [.] TypeNode::bottom_type
     0.00%  C2 CompilerThre  libjvm.so           [.] URShiftLNode::Opcode
     0.00%  G1 Refine#14     [kernel.kallsyms]   [k] __radix_tree_replace
     0.00%  G1 Refine#2      [kernel.kallsyms]   [k] inherit_event.isra.113
     0.00%  G1 Refine#7      [kernel.kallsyms]   [k] __mutex_init
     0.00%  GC Thread#1      [kernel.kallsyms]   [k] mem_cgroup_try_charge
     0.00%  GC Thread#10     [kernel.kallsyms]   [k] error_entry
     0.00%  java             libjvm.so           [.] Rewriter::rewrite_member_reference
     0.00%  java             perf-4009.map       [.] int java.util.zip.ZipUtils.SH(byte[], int)
     0.00%  C1 CompilerThre  libjvm.so           [.] ArithmeticOp::visit
     0.00%  C1 CompilerThre  libjvm.so           [.] CodeBuffer::total_relocation_size
     0.00%  C2 CompilerThre  libjvm.so           [.] MemoryPool::record_peak_memory_usage
     0.00%  C2 CompilerThre  libjvm.so           [.] TypeInstPtr::add_offset
     0.00%  G1 Refine#0      libc-2.28.so        [.] __libc_malloc
     0.00%  G1 Refine#14     [kernel.kallsyms]   [k] __mutex_init
     0.00%  G1 Refine#4      libjvm.so           [.] CompositeElapsedCounterSource::now
     0.00%  GC Thread#10     [kernel.kallsyms]   [k] _raw_spin_lock_irqsave
     0.00%  GC Thread#18     libpthread-2.28.so  [.] __pthread_mutex_lock
     0.00%  GC Thread#4      libjvm.so           [.] G1BlockOffsetTablePart::forward_to_block_containing_addr_slow
     0.00%  java             libjvm.so           [.] AccessInternal::RuntimeDispatch<1336326ul, oopDesc*, (AccessInternal::BarrierType)5>::atomic_cmpxchg_at_init
     0.00%  C2 CompilerThre  libc-2.28.so        [.] cfree@GLIBC_2.2.5
     0.00%  C2 CompilerThre  libjvm.so           [.] labelOper::clone
     0.00%  G1 Refine#12     [kernel.kallsyms]   [k] x86_reserve_hardware
     0.00%  G1 Refine#15     [kernel.kallsyms]   [k] __mutex_init
     0.00%  G1 Refine#16     libjvm.so           [.] os::javaTimeNanos
     0.00%  G1 Refine#22     libjvm.so           [.] G1BlockOffsetTablePart::alloc_block_work
     0.00%  GC Thread#14     [kernel.kallsyms]   [k] perf_event_task_tick
     0.00%  GC Thread#9      libjvm.so           [.] G1RedirtyCardsLocalQueueSet::enqueue
     0.00%  java             libjvm.so           [.] G1MMUTracker::G1MMUTracker
     0.00%  java             libjvm.so           [.] jni_GetObjectField
     0.00%  C2 CompilerThre  libjvm.so           [.] AddPNode::bottom_type
     0.00%  C2 CompilerThre  libjvm.so           [.] BarrierSetAssembler::nmethod_entry_barrier
     0.00%  C2 CompilerThre  libjvm.so           [.] GrowableArrayWithAllocator<CFGElement*, GrowableArray<CFGElement*> >::grow
     0.00%  G1 Refine#14     [kernel.kallsyms]   [k] kfree
     0.00%  G1 Refine#8      [kernel.kallsyms]   [k] rb_next
     0.00%  GC Thread#20     libjvm.so           [.] GenericTaskQueueSet<OverflowTaskQueue<ScannerTask, (MEMFLAGS)5, 131072u>, (MEMFLAGS)5>::tasks
     0.00%  java             libjvm.so           [.] MacroAssembler::andpd
     0.00%  java             libjvm.so           [.] SignatureStream::next
     0.00%  java             perf-4009.map       [.] int java.lang.String.length()
     0.00%  C1 CompilerThre  libjvm.so           [.] Instruction::as_Constant
     0.00%  C2 CompilerThre  [kernel.kallsyms]   [k] free_unref_page_list
     0.00%  C2 CompilerThre  libc-2.28.so        [.] __strtoul_internal
     0.00%  C2 CompilerThre  libjvm.so           [.] LShiftLNode::bottom_type
     0.00%  C2 CompilerThre  libjvm.so           [.] LoopNode::Ideal
     0.00%  C2 CompilerThre  libjvm.so           [.] MergeMemNode::Opcode
     0.00%  G1 Refine#16     [kernel.kallsyms]   [k] intel_cpuc_prepare
     0.00%  G1 Refine#18     [kernel.kallsyms]   [k] plist_add
     0.00%  GC Thread#0      [kernel.kallsyms]   [k] page_fault
     0.00%  GC Thread#12     [kernel.kallsyms]   [k] get_mem_cgroup_from_mm
     0.00%  GC Thread#4      [kernel.kallsyms]   [k] hrtimer_interrupt
     0.00%  C1 CompilerThre  libjvm.so           [.] Assembler::andq
     0.00%  C1 CompilerThre  libjvm.so           [.] Compilation::add_exception_handlers_for_pco
     0.00%  C1 CompilerThre  libjvm.so           [.] LIR_Assembler::store_parameter
     0.00%  C2 CompilerThre  [kernel.kallsyms]   [k] native_write_msr
     0.00%  C2 CompilerThre  libjvm.so           [.] ciMetadata::is_obj_array_klass
     0.00%  GC Thread#14     [kernel.kallsyms]   [k] __list_add_valid
     0.00%  GC Thread#19     libc-2.28.so        [.] clock_gettime
     0.00%  GC Thread#22     [kernel.kallsyms]   [k] futex_wake
     0.00%  java             [kernel.kallsyms]   [k] __vm_enough_memory
     0.00%  java             libc-2.28.so        [.] qsort
     0.00%  java             libjvm.so           [.] InstanceKlass::set_package
     0.00%  C1 CompilerThre  libjvm.so           [.] Interval::split_child_before_op_id
     0.00%  C1 CompilerThre  libjvm.so           [.] NewInstanceStub::NewInstanceStub
     0.00%  C2 CompilerThre  libjvm.so           [.] DebugInformationRecorder::find_sharable_decode_offset
     0.00%  C2 CompilerThre  libjvm.so           [.] Matcher::match_sfpt
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseCFG::move_to_end
     0.00%  C2 CompilerThre  libjvm.so           [.] TypeNarrowOop::isa_same_narrowptr
     0.00%  G1 Refine#14     [kernel.kallsyms]   [k] get_ctx
     0.00%  G1 Refine#15     [kernel.kallsyms]   [k] intel_get_event_constraints
     0.00%  java             [kernel.kallsyms]   [k] __inc_numa_state
     0.00%  java             libjvm.so           [.] Rewriter::rewrite_bytecodes
     0.00%  C1 CompilerThre  libjvm.so           [.] BitMap::set_difference
     0.00%  C1 CompilerThre  libjvm.so           [.] LinearScan::append_scope_value
     0.00%  C2 CompilerThre  libjvm.so           [.] MethodData::data_at
     0.00%  C2 CompilerThre  libjvm.so           [.] StoreNode::Identity
     0.00%  C2 CompilerThre  libjvm.so           [.] Tarjan::LINK
     0.00%  G1 Refine#19     [kernel.kallsyms]   [k] intel_get_event_constraints
     0.00%  G1 Refine#6      [kernel.kallsyms]   [k] x86_reserve_hardware
     0.00%  GC Thread#0      [kernel.kallsyms]   [k] mem_cgroup_charge_statistics
     0.00%  GC Thread#18     libjvm.so           [.] G1BlockOffsetTablePart::alloc_block_work
     0.00%  GC Thread#19     [kernel.kallsyms]   [k] intel_pstate_update_util_hwp
     0.00%  GC Thread#4      [kernel.kallsyms]   [k] account_user_time
     0.00%  GC Thread#4      [kernel.kallsyms]   [k] copy_page
     0.00%  java             [kernel.kallsyms]   [k] select_task_rq_fair
     0.00%  java             [vdso]              [.] 0x00000000000009f7
     0.00%  java             libjvm.so           [.] Reflection::verify_member_access
     0.00%  C1 CompilerThre  libjvm.so           [.] LIR_OpVisitState::all_xhandler
     0.00%  G1 Refine#1      [kernel.kallsyms]   [k] page_fault
     0.00%  G1 Refine#14     [kernel.kallsyms]   [k] llist_reverse_order
     0.00%  G1 Refine#8      [kernel.kallsyms]   [k] _raw_spin_lock
     0.00%  GC Thread#17     [kernel.kallsyms]   [k] get_mem_cgroup_from_mm
     0.00%  GC Thread#20     [kernel.kallsyms]   [k] flush_tlb_func_remote
     0.00%  C1 CompilerThre  libjvm.so           [.] LinearScan::add_register_hints
     0.00%  C1 CompilerThre  libjvm.so           [.] LinearScanWalker::free_collect_inactive_any
     0.00%  C1 CompilerThre  libjvm.so           [.] Op2::input_values_do
     0.00%  C2 CompilerThre  libjvm.so           [.] Assembler::emit_compressed_disp_byte
     0.00%  C2 CompilerThre  libjvm.so           [.] CompileBroker::compiler_thread_loop
     0.00%  C2 CompilerThre  libjvm.so           [.] MachNopNode::emit
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseCFG::fixup_flow
     0.00%  C2 CompilerThre  libjvm.so           [.] State::_sub_Op_AndI
     0.00%  C2 CompilerThre  libjvm.so           [.] Type::meet_helper
     0.00%  G1 Refine#13     [kernel.kallsyms]   [k] __srcu_read_unlock
     0.00%  G1 Refine#7      [kernel.kallsyms]   [k] new_slab
     0.00%  G1 Refine#8      [kernel.kallsyms]   [k] __mutex_init
     0.00%  GC Thread#11     [kernel.kallsyms]   [k] timerqueue_del
     0.00%  GC Thread#3      [kernel.kallsyms]   [k] mark_wake_futex
     0.00%  C1 CompilerThre  libjvm.so           [.] GenerateOopMap::mark_bbheaders_and_count_gc_points
     0.00%  C1 CompilerThre  libjvm.so           [.] LIRGenerator::invoke_visit_arguments
     0.00%  C1 CompilerThre  libjvm.so           [.] Signature::basic_type
     0.00%  C2 CompilerThre  [kernel.kallsyms]   [k] format_decode
     0.00%  C2 CompilerThre  libjvm.so           [.] CodeCache::free
     0.00%  C2 CompilerThre  libjvm.so           [.] IdealLoopTree::adjust_loop_exit_prob
     0.00%  C2 CompilerThre  libjvm.so           [.] jmpConNode::ideal_Opcode
     0.00%  G1 Refine#5      [kernel.kallsyms]   [k] mem_cgroup_charge_statistics
     0.00%  GC Thread#9      [kernel.kallsyms]   [k] get_mem_cgroup_from_mm
     0.00%  java             [kernel.kallsyms]   [k] __sched_fork
     0.00%  java             [kernel.kallsyms]   [k] vma_do_get_file
     0.00%  java             libjvm.so           [.] ArgumentSizeComputer::ArgumentSizeComputer
     0.00%  java             libpthread-2.28.so  [.] lseek
     0.00%  C2 CompilerThre  libjvm.so           [.] Dependencies::encode_content_bytes
     0.00%  C2 CompilerThre  libjvm.so           [.] Parse::do_field_access
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::loop_predication_impl
     0.00%  C2 CompilerThre  libjvm.so           [.] State::_sub_Op_AddL
     0.00%  C2 CompilerThre  libjvm.so           [.] loadUBNode::out_RegMask
     0.00%  G1 Refine#0      [kernel.kallsyms]   [k] rb_next
     0.00%  G1 Refine#11     libjvm.so           [.] G1DirtyCardQueueSet::refine_buffer
     0.00%  G1 Refine#13     libjvm.so           [.] GlobalCounter::write_synchronize
     0.00%  G1 Refine#14     [kernel.kallsyms]   [k] _raw_spin_unlock_irqrestore
     0.00%  G1 Refine#16     [kernel.kallsyms]   [k] get_random_u32
     0.00%  G1 Refine#17     [kernel.kallsyms]   [k] __mutex_init
     0.00%  VM Thread        [kernel.kallsyms]   [k] intel_pmu_hw_config
     0.00%  java             libjvm.so           [.] Assembler::vzeroupper
     0.00%  java             libjvm.so           [.] Rewriter::rewrite
     0.00%  C1 CompilerThre  libjvm.so           [.] Base::visit
     0.00%  C2 CompilerThre  libjvm.so           [.] Block::num_fall_throughs
     0.00%  C2 CompilerThre  libjvm.so           [.] IdealKit::if_then
     0.00%  C1 CompilerThre  libjvm.so           [.] ConstantPool::klass_at_if_loaded
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseValues::PhaseValues
     0.00%  G1 Refine#13     [kernel.kallsyms]   [k] intel_get_event_constraints
     0.00%  GC Thread#1      libjvm.so           [.] GenericTaskQueueSet<OverflowTaskQueue<ScannerTask, (MEMFLAGS)5, 131072u>, (MEMFLAGS)5>::tasks
     0.00%  GC Thread#4      libc-2.28.so        [.] __memset_avx2_unaligned_erms
     0.00%  VM Thread        [kernel.kallsyms]   [k] intel_pebs_constraints
     0.00%  java             [kernel.kallsyms]   [k] generic_file_read_iter
     0.00%  C1 CompilerThre  libjvm.so           [.] LinearScanWalker::split_for_spilling
     0.00%  C1 CompilerThre  libjvm.so           [.] Range::intersects_at
     0.00%  C2 CompilerThre  libjvm.so           [.] DecodeNKlassNode::Value
     0.00%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::get_spillcopy_wide
